Location,BHK,SquareFit,Balcony,Bathroom,Price
Tirunelveli,3,3604,2,4,166.98
Viluppuram,4,1467,0,1,32.86
Tiruvarur,1,2046,1,2,129.43
Tiruppur,5,827,2,3,49.44
Salem,4,1362,3,2,44.32
Erode,5,2927,1,1,127.79
Coimbatore,5,2632,2,1,130.43
Thoothukudi,2,1727,3,1,82.59
Tiruvallur,2,4167,1,3,173.02
Viluppuram,1,2033,2,1,114.87
Pudukkottai,1,1747,0,2,66.94
Tirupathur,1,2331,1,2,68.63
Tiruvarur,5,3493,0,5,173.87
Chennai,5,2737,3,1,139.28
Madurai,5,2675,2,1,109.06
Krishnagiri,2,2866,2,2,80.53
Tiruvannamalai,5,2900,0,5,134.91
Ranipet,5,2860,1,5,118.79
Dindigul,4,491,2,2,10.28
Tirupathur,2,1349,0,1,66.98
Cuddalore,3,403,1,4,18.13
Chennai,4,2337,2,1,134.06
Perambalur,1,4470,3,1,254.31
Virudhunagar,3,440,0,2,22.19
Thoothukudi,5,3360,1,2,82.16
Erode,5,913,1,6,24.52
Madurai,3,524,2,1,26.11
Tiruvannamalai,5,2275,3,5,83.65
Erode,5,534,2,1,26.05
Namakkal,5,3943,0,1,126.31
Tiruvarur,5,1053,0,1,25.42
Sivaganga,1,3506,0,1,78.39
Madurai,5,528,0,1,35.89
Mayiladuthurai,1,1550,1,1,45.59
Chennai,4,4083,0,2,284.29
Krishnagiri,3,2139,1,2,112.88
Tiruvarur,1,2997,3,2,156.49
Tiruvallur,1,3684,1,2,188.87
Theni,3,995,1,3,44.04
Ariyalur,3,1100,3,1,50.43
Viluppuram,5,2349,1,5,124.28
Ariyalur,1,1585,2,2,109.8
Perambalur,1,2989,2,2,183.39
Tiruvallur,4,3726,1,5,170.48
Kanyakumari,1,2204,0,2,100.44
Nilgiris,1,2699,0,2,75.11
Ranipet,3,1615,0,2,44.15
Tiruvannamalai,1,760,3,1,33.52
Pudukkottai,1,4464,3,2,236.22
Cuddalore,5,3637,2,2,195.85
Tiruvallur,2,1801,1,3,68.82
Kanyakumari,4,2308,1,3,110.61
Madurai,4,4982,0,5,325.34
Tiruchirappalli,5,1788,1,5,38.56
Tiruvarur,5,576,3,2,29.12
Chennai,4,1740,2,2,107.39
Tiruvannamalai,3,761,1,2,40.01
Tiruppur,3,3978,0,3,94.42
Krishnagiri,3,4563,1,4,192.77
Tiruchirappalli,2,4917,3,1,139.63
Vellore,5,3480,3,4,105.5
Thoothukudi,5,4542,0,5,91.2
Viluppuram,2,2857,1,1,97.74
Cuddalore,3,4189,0,3,209.16
Nilgiris,5,1288,0,6,77.02
Kallakurichi,2,2786,3,3,189.95
Tiruppur,3,4858,2,4,315.12
Kanyakumari,3,4948,1,4,201.04
Viluppuram,4,2711,3,2,136.75
Karur,5,867,0,6,21.65
Namakkal,2,4562,3,1,157.83
Chennai,3,4884,1,4,201.84
Ramanathapuram,3,3929,2,2,124.86
Mayiladuthurai,3,2319,3,2,49.06
Ramanathapuram,5,3828,1,1,192.21
Thoothukudi,4,4508,3,3,207.86
Pudukkottai,1,1879,0,2,103.36
Dharmapuri,4,2304,1,1,52.53
Dindigul,4,3847,0,4,151.01
Ramanathapuram,5,1485,0,1,86.44
Theni,5,2461,2,3,50.77
Chengalpattu,2,4610,2,2,276.54
Coimbatore,4,3237,3,5,213.31
Vellore,4,1298,2,4,53.9
Viluppuram,4,3886,2,3,103.21
Tirupathur,4,4879,1,1,209.63
Theni,2,2689,1,2,159.51
Ariyalur,5,796,3,3,32.89
Chennai,5,2387,1,6,87.51
Pudukkottai,1,2426,1,1,132.81
Sivaganga,3,3855,1,1,188.59
Perambalur,5,4131,0,6,91
Viluppuram,4,2871,3,3,173.31
Sivaganga,2,2272,1,2,111.56
Ramanathapuram,2,4956,3,3,114.48
Ariyalur,2,431,1,3,27.04
Kallakurichi,4,1134,2,5,45.01
Ranipet,5,3090,3,6,145.13
Thanjavur,4,2653,1,2,53.25
Ranipet,1,1348,1,1,40.81
Tenkasi,2,4580,1,2,232.08
Theni,2,2056,2,3,82.61
Virudhunagar,5,2184,3,3,78.53
Theni,3,1642,3,3,61.67
Mayiladuthurai,1,2131,0,1,58
Chennai,2,4334,3,3,124.41
Kallakurichi,3,2741,1,3,66.57
Salem,4,3951,3,2,238.19
Mayiladuthurai,3,3189,1,3,117.64
Tirunelveli,4,2531,3,1,175.22
Cuddalore,2,3289,0,2,167.55
Theni,3,4793,1,4,105.14
Tiruvallur,4,1965,0,2,89
Madurai,1,1633,0,2,63.72
Cuddalore,3,542,0,1,15.85
Kanyakumari,1,1354,0,1,72.54
Tirunelveli,5,3029,3,3,114.02
Thanjavur,3,2943,0,1,98.15
Tiruvallur,3,3216,3,2,181.01
Vellore,2,3646,1,2,191.99
Virudhunagar,1,1898,0,2,93.69
Theni,4,3564,3,3,191.89
Perambalur,2,4874,3,3,241.75
Tirunelveli,5,676,0,3,27.55
Kanchipuram,2,1490,0,2,40.24
Coimbatore,3,651,1,2,37.54
Thoothukudi,3,3563,2,4,118.72
Pudukkottai,5,1730,0,4,65.72
Chengalpattu,1,4889,1,2,182.28
Vellore,1,3378,1,1,101.08
Kallakurichi,1,1411,1,1,91.34
Kallakurichi,4,2942,0,5,62.45
Salem,4,4311,0,4,223.58
Kanyakumari,5,4597,2,4,162.03
Namakkal,3,3283,1,1,180.03
Chengalpattu,5,2517,3,3,137.35
Viluppuram,5,1894,0,4,73.03
Sivaganga,3,4439,0,3,291.44
Namakkal,5,4746,3,3,143.95
Pudukkottai,1,3943,0,2,217.4
Cuddalore,3,2650,3,2,123.32
Tiruppur,1,1984,0,2,53.21
Pudukkottai,1,3961,0,1,250.65
Tiruvarur,5,3795,2,3,248.71
Chennai,5,1107,2,2,50.73
Mayiladuthurai,5,1459,0,5,85.49
Pudukkottai,5,3400,2,3,188.21
Virudhunagar,3,985,3,4,23.57
Tiruvallur,4,1234,3,3,76.06
Theni,5,1347,2,3,27.76
Kanchipuram,1,4508,3,1,127.92
Kanyakumari,2,1230,3,2,28.16
Tirupathur,2,407,2,1,8.89
Thanjavur,3,1005,3,4,34.92
Kallakurichi,5,1706,3,4,70.41
Dharmapuri,3,783,2,2,27.43
Virudhunagar,4,1389,1,1,50.83
Kallakurichi,4,584,3,4,28.77
Tenkasi,4,2970,3,2,112.16
Theni,1,2525,2,2,146
Karur,1,1394,2,2,41.73
Tirunelveli,4,4985,3,5,139.2
Perambalur,4,1285,0,4,63.76
Thanjavur,3,490,2,4,27.77
Tiruvannamalai,3,2861,1,3,118.96
Tenkasi,2,3562,1,1,245.36
Chengalpattu,4,4436,2,3,228.53
Cuddalore,2,3889,1,3,122.34
Thoothukudi,4,4862,3,5,230.1
Ariyalur,2,2378,2,3,160.8
Tirunelveli,1,845,2,1,36.35
Ranipet,5,2802,3,2,91.49
Ramanathapuram,1,3207,0,2,84.38
Dharmapuri,2,833,0,2,28.78
Coimbatore,5,3569,2,1,109.81
Ranipet,1,2456,2,1,51.14
Kanchipuram,1,1826,1,2,94.71
Tiruvarur,5,4520,3,3,167.6
Krishnagiri,4,767,1,5,44.44
Theni,5,4605,2,3,244.61
Tirunelveli,2,3293,2,1,175.12
Virudhunagar,4,899,3,3,32.12
Coimbatore,2,2332,0,2,150.04
Tiruppur,4,3349,3,5,137.61
Thanjavur,5,1986,2,5,52.32
Pudukkottai,4,4018,1,2,97.06
Ariyalur,4,3239,3,5,208.75
Pudukkottai,3,566,2,2,31.39
Ariyalur,4,3400,0,5,117.13
Ranipet,3,2564,2,2,167.52
Tirunelveli,2,4665,0,3,302.54
Kanyakumari,5,3753,1,6,125.94
Theni,4,2097,0,3,97.98
Tiruchirappalli,2,1751,1,1,57.46
Kanyakumari,1,2901,2,1,81.71
Namakkal,3,1692,0,1,64.7
Thanjavur,5,2069,0,1,90.32
Madurai,2,1058,1,2,50.02
Sivaganga,4,4575,1,4,303.3
Pudukkottai,2,2615,2,2,83.23
Kanchipuram,4,1198,1,1,48.92
Tirupathur,3,1988,1,4,109.32
Virudhunagar,4,4596,2,2,312.4
Nagapattinam,3,2528,3,4,92.28
Ariyalur,4,1910,3,3,99.58
Vellore,2,1954,2,1,63.33
Ramanathapuram,2,635,0,3,16.91
Kanyakumari,4,3165,1,4,126.92
Thanjavur,1,2442,1,1,132
Salem,1,2978,1,2,157.51
Ranipet,2,4747,2,3,234.63
Chennai,1,4271,0,2,264.69
Tirupathur,2,3589,3,1,116.51
Ariyalur,2,4530,3,1,312.63
Salem,5,1605,3,3,59.34
Krishnagiri,5,1451,0,5,44.99
Krishnagiri,5,3267,1,4,220.72
Theni,2,4855,0,2,150.62
Mayiladuthurai,5,3370,1,1,91.69
Thanjavur,2,2702,0,3,134.61
Dharmapuri,3,3497,3,3,186.55
Sivaganga,5,3722,1,6,228.64
Kanyakumari,1,1252,2,2,86.24
Perambalur,1,4326,1,1,135.04
Tirunelveli,1,865,1,2,52.65
Virudhunagar,2,1505,1,2,73.57
Nilgiris,4,3046,2,3,194.89
Tiruppur,4,1605,2,4,92.02
Kanyakumari,2,2707,2,3,115.25
Krishnagiri,1,2229,1,1,148.46
Ranipet,1,3629,2,1,244.11
Dharmapuri,2,3198,2,1,85.94
Coimbatore,5,781,1,6,35.27
Nilgiris,4,3418,3,4,180.65
Virudhunagar,2,737,2,2,40.13
Kallakurichi,2,2335,1,1,113.23
Dindigul,1,2098,1,2,101.3
Ranipet,1,636,1,1,34.72
Pudukkottai,5,1144,0,1,73.96
Virudhunagar,1,1603,3,1,44.07
Madurai,2,3402,0,1,235.16
Erode,5,1694,3,5,95.74
Thoothukudi,5,1205,0,4,74.69
Karur,5,760,3,2,24.66
Nagapattinam,1,4399,0,2,162.27
Pudukkottai,1,4054,1,2,274.01
Dharmapuri,4,2516,1,4,160.99
Virudhunagar,1,3553,0,2,205.23
Madurai,4,1092,1,4,49.64
Erode,4,2970,3,4,188.14
Coimbatore,3,4156,1,2,256.3
Karur,3,1602,0,3,44.2
Tirunelveli,5,1400,1,6,82.21
Namakkal,2,3360,2,2,156.22
Mayiladuthurai,3,3953,3,1,173.66
Kallakurichi,4,1263,2,5,75.69
Tiruppur,2,824,1,2,42.59
Erode,1,3454,0,1,118.65
Thanjavur,5,4873,3,1,268.13
Kanyakumari,1,1916,2,1,53.95
Tirunelveli,3,994,0,3,69.46
Coimbatore,3,438,0,2,15.08
Pudukkottai,2,2388,3,2,123.8
Kanchipuram,5,2468,1,4,143.63
Ranipet,3,4447,1,1,220.89
Theni,4,438,3,4,13.19
Tiruvarur,1,662,2,1,23.47
Tiruppur,5,2167,1,2,48.06
Ramanathapuram,1,4143,3,2,243.93
Tiruppur,4,2100,0,5,112.94
Thoothukudi,5,1756,1,1,76.4
Tiruppur,1,3588,2,2,110.28
Virudhunagar,1,2591,0,2,79.79
Mayiladuthurai,4,3566,1,2,88.28
Namakkal,2,2793,0,2,134.18
Thanjavur,4,4487,2,1,109.33
Erode,3,2499,1,4,133.17
Krishnagiri,3,507,1,4,26.91
Thanjavur,1,1038,2,1,26.87
Ariyalur,1,1891,2,2,38.38
Salem,3,4790,1,4,157.77
Nagapattinam,4,745,2,3,20.66
Coimbatore,3,2879,1,1,122.38
Karur,3,2955,1,4,134.83
Tiruvannamalai,5,2664,1,5,185.77
Ariyalur,5,4059,0,6,236.49
Thanjavur,1,4169,3,1,120.23
Thanjavur,4,1381,1,3,70.2
Erode,3,414,3,2,18.33
Tirupathur,1,3114,3,2,115.19
Nilgiris,3,3632,0,1,168.41
Kallakurichi,1,1792,1,1,64.05
Coimbatore,2,3183,3,3,197.68
Tenkasi,2,4659,3,1,292.02
Dharmapuri,1,1770,2,2,62.51
Salem,2,1992,3,3,53.25
Pudukkottai,5,1562,1,4,73.23
Ranipet,4,531,1,2,27.74
Nilgiris,1,3355,2,1,188.42
Tenkasi,2,2404,0,3,115.22
Ariyalur,2,414,3,1,23.94
Tiruchirappalli,3,2153,2,3,81.54
Madurai,2,2323,2,2,63.89
Virudhunagar,1,2962,1,2,83.84
Pudukkottai,5,4525,1,1,246.63
Erode,4,4037,3,3,280.49
Thanjavur,1,3302,1,1,153.15
Tirunelveli,5,4440,3,2,120.2
Pudukkottai,4,3025,2,1,147.48
Erode,3,2421,2,4,105.54
Pudukkottai,1,436,2,1,10
Madurai,1,1376,0,2,33.05
Tirupathur,5,715,2,3,24.59
Chengalpattu,3,4513,3,4,159.88
Sivaganga,4,4665,3,2,320.99
Ranipet,2,2141,2,3,74.19
Theni,4,1987,1,3,78.48
Karur,3,2566,0,2,142.9
Chennai,5,4001,3,3,182.17
Kallakurichi,2,929,2,2,59.5
Tiruvallur,2,4386,3,3,157.78
Tiruppur,1,3226,2,1,100.93
Tiruvannamalai,5,1003,3,4,37.19
Tiruppur,1,565,3,1,25.49
Madurai,1,1215,1,2,76.01
Tiruvarur,5,4606,0,6,232.16
Madurai,2,1216,3,3,75.49
Ranipet,2,1391,1,2,83.44
Sivaganga,3,1182,2,4,71.08
Dindigul,3,2607,1,4,78.6
Nilgiris,5,2948,1,4,59.24
Ranipet,1,3439,0,1,83.91
Namakkal,2,1511,0,3,49.13
Theni,4,4071,3,2,252.18
Sivaganga,5,4840,2,3,170.28
Kanchipuram,4,2798,2,5,122.11
Nilgiris,3,4683,0,2,238.41
Perambalur,2,4012,3,2,233.4
Kanyakumari,2,4799,2,1,263.08
Ranipet,5,3655,0,6,125.66
Dharmapuri,5,1072,1,6,31.36
Cuddalore,2,2040,3,2,105
Chennai,1,1199,3,1,64.26
Coimbatore,3,3884,1,3,243.72
Tiruvarur,5,1109,2,1,74.76
Coimbatore,1,4934,0,2,220.83
Nilgiris,3,849,0,1,54.44
Ranipet,5,4606,3,5,284.6
Thoothukudi,4,3324,2,2,80.17
Tirunelveli,3,1153,3,2,67.69
Pudukkottai,4,2513,2,4,109.61
Tiruvallur,4,500,2,1,12.39
Dharmapuri,4,2482,1,4,168.84
Virudhunagar,4,2779,2,5,75.39
Kanchipuram,5,4912,1,5,198.88
Salem,3,4675,3,1,265.2
Madurai,3,460,3,2,22.25
Tiruvarur,3,502,0,3,10.49
Tiruvarur,2,2957,1,3,172.42
Salem,5,3765,2,2,229.94
Nagapattinam,3,4460,2,4,145.41
Thanjavur,5,681,2,3,17.04
Tiruchirappalli,2,4403,1,3,96.3
Sivaganga,1,4004,0,2,267.33
Tirupathur,2,1953,1,3,85.02
Perambalur,4,2821,1,4,57.43
Tiruvallur,5,1062,0,6,40.66
Chengalpattu,1,4904,2,2,131.34
Krishnagiri,3,490,0,4,13.1
Madurai,2,2818,1,3,146.55
Kanyakumari,1,4604,3,2,153.62
Kallakurichi,1,1248,3,2,68.03
Salem,2,1421,2,2,65.87
Sivaganga,3,3063,1,4,110.07
Cuddalore,3,1886,1,4,122.96
Tenkasi,5,1151,3,4,78.54
Tiruvallur,3,4333,3,3,158.47
Cuddalore,4,2153,1,4,101.57
Vellore,2,2216,2,1,58.94
Kallakurichi,4,4763,2,3,112.15
Thanjavur,1,4684,0,2,196.29
Ranipet,4,1725,2,5,83.26
Karur,1,3857,0,1,209.8
Tenkasi,3,3028,1,4,134.56
Perambalur,4,1537,2,4,89.21
Perambalur,4,4861,1,5,151.89
Nagapattinam,3,4928,0,4,315.43
Ramanathapuram,2,2180,0,3,82.31
Tiruvarur,2,939,3,1,45.63
Kanchipuram,4,1625,3,3,101.95
Madurai,1,4918,2,1,286.39
Perambalur,3,1397,1,2,91.97
Tiruchirappalli,2,3970,3,3,134.64
Viluppuram,3,2014,3,3,95.17
Erode,2,3370,1,2,146.86
Perambalur,5,2708,2,6,170.78
Tirupathur,1,3576,0,1,132.68
Kallakurichi,5,4505,1,3,144.24
Sivaganga,4,2769,3,4,117.33
Perambalur,1,4202,2,1,204.25
Thanjavur,1,3331,2,2,115.65
Nilgiris,2,3918,3,1,203.19
Theni,5,2987,3,4,169.89
Virudhunagar,5,1766,2,5,104.64
Cuddalore,3,3098,2,3,173.35
Tiruvallur,1,451,2,2,29.32
Namakkal,4,2623,1,5,108.31
Thanjavur,1,3758,3,1,78.59
Ramanathapuram,1,439,1,2,12.39
Karur,3,3226,0,3,221.18
Viluppuram,5,1814,1,3,90.39
Ranipet,5,4910,2,2,271.93
Kanyakumari,5,967,2,1,31.08
Chengalpattu,4,4427,3,5,305.87
Coimbatore,3,2504,0,2,114.28
Chengalpattu,2,4190,3,1,208.94
Sivaganga,2,2451,2,1,127.88
Viluppuram,2,4717,2,1,112.86
Tirupathur,4,964,0,1,21.5
Karur,1,1366,0,1,86.8
Mayiladuthurai,5,4109,3,4,233.04
Cuddalore,3,1431,0,1,50.59
Krishnagiri,5,978,2,3,49.27
Viluppuram,4,2227,0,5,116.81
Tiruvarur,2,4915,3,1,172.25
Dindigul,2,2724,2,1,114.95
Coimbatore,5,4923,1,3,264.49
Madurai,5,2959,2,4,97.38
Nagapattinam,4,2777,3,5,81.73
Tiruvannamalai,3,3039,1,1,193.68
Tiruchirappalli,1,1469,1,1,49.96
Tiruchirappalli,2,2709,2,1,93.21
Mayiladuthurai,5,3235,2,1,89.31
Pudukkottai,3,2803,1,4,102.7
Mayiladuthurai,5,4799,3,2,211.96
Tiruvannamalai,4,3890,1,4,149.75
Nagapattinam,5,4907,3,6,233.87
Kanyakumari,1,3481,0,1,199.46
Ranipet,1,4988,2,2,231.35
Kallakurichi,5,3900,0,1,153.76
Ranipet,5,1997,0,1,54.7
Krishnagiri,1,3489,3,2,162.65
Dharmapuri,5,1894,2,2,83.09
Thanjavur,2,4456,3,2,138.49
Chengalpattu,1,1832,0,1,109.64
Thoothukudi,1,4061,2,2,190.6
Salem,5,2417,2,6,139.48
Viluppuram,4,3530,2,1,141.76
Kanyakumari,1,4604,2,1,298.27
Dindigul,1,4997,2,1,227.64
Madurai,4,4192,2,3,146.22
Pudukkottai,5,3653,3,3,242.61
Thanjavur,1,1853,1,1,117.02
Tiruvarur,2,553,0,2,20.93
Perambalur,4,3508,1,5,196.54
Tiruvarur,4,3322,0,3,226
Vellore,5,2869,2,4,62.57
Madurai,1,1979,0,1,46.78
Ariyalur,3,1923,2,2,93.33
Coimbatore,1,4758,0,1,211.77
Karur,3,1718,3,1,72.52
Namakkal,5,4608,3,6,253.83
Tirunelveli,5,3016,3,4,71.23
Cuddalore,2,1029,0,2,32.11
Thoothukudi,4,548,2,3,23.99
Tenkasi,4,3133,0,4,79.6
Tiruppur,3,3709,3,4,200.28
Kanchipuram,1,2827,3,1,187.59
Tiruvannamalai,1,1775,2,2,115.65
Pudukkottai,3,4363,1,3,190.21
Coimbatore,3,3707,2,2,209.54
Tiruchirappalli,3,3310,0,4,70.74
Kallakurichi,4,3067,2,1,124.28
Salem,4,2534,3,4,72.68
Kallakurichi,5,4438,2,1,140.85
Pudukkottai,4,2705,1,4,60.96
Viluppuram,2,4669,0,1,185.7
Tiruvannamalai,4,2135,1,1,92.53
Tiruppur,2,4646,3,3,191.41
Sivaganga,5,2528,0,6,55.62
Dharmapuri,2,4224,2,3,185.64
Ramanathapuram,2,2618,3,1,177.09
Tirunelveli,2,3554,2,1,139.04
Tirupathur,4,2924,2,1,95.58
